OTU,Sample,Abundance,bases,avgLength,size_MB,Experiment,LibraryName,Model,SRAStudy,BioProject,sample_Sample,BioSample,SampleName,Description,Kingdom,Phylum,Class,Order,Family,Genus,Species
JQ194064.1.1337,SRR21726047,0.000474322,352120514,500,118,SRX17721934,40_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251958,SAMN31036832,40_16S,Green turtle juvenile esophageal swab,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,uncultured_bacterium
AB377289.1.1455,SRR21726049,0.000473345,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia_timorensis
AB675658.1.1478,SRR21726049,0.000473345,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,Portibacter_lacus
JN433182.1.1362,SRR21726021,0.000471841,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_organism
JQ215886.1.1380,SRR21726021,0.000471841,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales,Bradymonadales,uncultured_bacterium
AB218322.1.1456,SRR21726019,0.000470438,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,uncultured_Clostridiaceae
LN565045.1.1323,SRR21726019,0.000470438,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,uncultured_bacterium
FJ394548.1.1357,SRR21726046,0.000469373,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Fretibacter,Hyphomonadaceae_bacterium
DQ915621.1.1306,SRR21726029,0.000465619,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Roseivivax_halodurans
KF741392.1.1496,SRR21726023,0.000464177,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,uncultured_bacterium
AY372916.1.1432,SRR21726046,0.000462039,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Bacteroidetes_bacterium
KY770546.1.1368,SRR21726043,0.000460945,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Oceanicola_sp.
LN567929.1.1384,SRR21726043,0.000460945,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_bacterium
JQ716266.1.1485,SRR21726019,0.000460428,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,uncultured_bacterium
JN038224.1.1426,SRR21726029,0.000457727,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Unknown_Family,Acuticoccus,uncultured_Alphaproteobacteria
MH179119.1.1207,SRR21726042,0.000456822,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Azospirillum_brasilense
AB681556.1.1385,SRR21726023,0.000456441,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_sp.
JQ213664.1.1356,SRR21726047,0.000455721,352120514,500,118,SRX17721934,40_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251958,SAMN31036832,40_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,uncultured_bacterium
AB377289.1.1455,SRR21726046,0.000454705,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia_timorensis
KM203471.1.1200,SRR21726020,0.000451861,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae,uncultured_bacterium
KY190890.1.1459,SRR21726019,0.000450419,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015,uncultured_bacterium
FJ671121.1.1378,SRR21726023,0.000448705,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,uncultured_bacterium
JN494200.1.1460,SRR21726023,0.000448705,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_organism
HM438631.1.1391,SRR21726043,0.000445319,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_Sphingomonas
AF118453.1.1498,SRR21726023,0.000440968,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,Desulforhopalus_singaporensis
HQ171909.1.1448,SRR21726023,0.000440968,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia_locipacati
JQ237129.1.1450,SRR21726023,0.000440968,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas_xishaensis
KF064255.1.1326,SRR21726050,0.00044055,328771667,500,110,SRX17721931,37_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251955,SAMN31036829,37_16S,Green turtle juvenile esophageal swab,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,uncultured_bacterium
KC001771.1.1349,SRR21726048,0.000439104,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales,Bradymonadales,unidentified_marine
KF515220.1.1384,SRR21726048,0.000439104,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooctadecabacter,Pseudooctadecabacter_jejudonensis
HQ326339.1.1483,SRR21726021,0.000438138,345478090,500,115,SRX17721960,33_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251984,SAMN31036825,33_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,uncultured_bacterium
KC331347.1.1495,SRR21726043,0.000437507,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_bacterium
KC843944.1.1489,SRR21726043,0.000437507,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium_changzhouense
LN567932.1.1382,SRR21726043,0.000437507,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured_bacterium
JX530554.1.1433,SRR21726020,0.00043628,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,uncultured_Bacteriovorax
HQ908733.1.1378,SRR21726023,0.000433232,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_sp.
KR857645.1.1479,SRR21726023,0.000433232,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_bacterium
KT274807.1.1415,SRR21726023,0.000433232,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,Marinomonas_sp.
JQ214955.1.1351,SRR21726046,0.000432704,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured_bacterium
JQ347351.1.1458,SRR21726046,0.000432704,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,uncultured_bacterium
EU583725.1.1445,SRR21726019,0.0004304,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_halophila
KF945098.1.1213,SRR21726043,0.000429694,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,uncultured_Morganella
AF057290.1.1492,SRR21726023,0.000425496,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus_lylae
KP261821.1.1393,SRR21726023,0.000425496,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,Pseudoroseovarius_zhejiangensis
LT223128.1.1423,SRR21726023,0.000425496,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptunomonas,Neptunomonas_sp.
AB680451.1.1407,SRR21726042,0.000422983,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_riboflavina
KF289479.1.1330,SRR21726043,0.000421882,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia-Pseudomaribius,Palleronia_sp.
JQ213442.1.1362,SRR21726020,0.000420698,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,uncultured_bacterium
KR857645.1.1479,SRR21726020,0.000420698,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_bacterium
JN977272.1.1543,SRR21726019,0.000420391,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,uncultured_bacterium
AB680451.1.1407,SRR21726040,0.000419215,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_riboflavina
KM203459.1.1200,SRR21726029,0.000418268,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,uncultured,uncultured_bacterium
GU234911.1.1356,SRR21726023,0.000417759,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,uncultured_marine
KU598747.1.1210,SRR21726040,0.000415223,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum_sp.
HQ640505.1.1351,SRR21726043,0.000414069,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13,rumen_bacterium
HG813109.1.1317,SRR21726044,0.00041175,355385245,500,127,SRX17721937,43_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251961,SAMN31036835,43_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_18,Clostridium_botulinum
HE574854.1.1290,SRR21726029,0.000410376,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae,uncultured_bacterium
HQ171439.1.1384,SRR21726023,0.000410023,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_conchae
KC161907.1.1212,SRR21726045,0.000408912,293530160,484,103,SRX17721936,42_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251960,SAMN31036834,42_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis
AM900415.1.1396,SRR21726043,0.000406256,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera_aquimarina
KR081270.1.1467,SRR21726043,0.000406256,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,Leadbetterella_sp.
KY655353.1.1207,SRR21726043,0.000406256,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_sp.
KF515220.1.1384,SRR21726046,0.000403368,264019405,500,87,SRX17721935,41_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251959,SAMN31036833,41_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooctadecabacter,Pseudooctadecabacter_jejudonensis
KF963652.1.1331,SRR21726040,0.000403245,377927131,499,134,SRX17721941,29_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251965,SAMN31036821,29_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,uncultured_bacterium
DQ985474.1.1247,SRR21726029,0.000402484,383977850,499,131,SRX17721952,30_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251976,SAMN31036822,30_16S,Green turtle hatchling stomach sample,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides_sp.
KM203471.1.1200,SRR21726049,0.000402343,398448802,499,134,SRX17721932,38_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251956,SAMN31036830,38_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae,uncultured_bacterium
CP000885.15754.17276,SRR21726023,0.000402287,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium_phytofermentans
FJ403093.1.1505,SRR21726023,0.000402287,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,uncultured_Acidobacteriaceae
KT799837.1.1507,SRR21726047,0.000399918,352120514,500,118,SRX17721934,40_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251958,SAMN31036832,40_16S,Green turtle juvenile esophageal swab,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacteriaceae_bacterium
JQ214955.1.1351,SRR21726048,0.000399186,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured_bacterium
JQ347351.1.1458,SRR21726048,0.000399186,339853596,500,116,SRX17721933,39_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251957,SAMN31036831,39_16S,Green turtle juvenile esophageal swab,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b,uncultured_bacterium
HQ766701.1.1348,SRR21726043,0.000398444,331464093,470,111,SRX17721938,44_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251963,SAMN31036836,44_16S,Green turtle hatchling stomach sample,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium,uncultured_organism
FJ203077.1.1422,SRR21726023,0.000394551,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,uncultured_bacterium
JF107703.1.1347,SRR21726023,0.000394551,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,uncultured_bacterium
JQ678527.1.1483,SRR21726023,0.000394551,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_bacterium
MF070526.1.1441,SRR21726051,0.000393421,345760543,484,123,SRX17721930,28_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251954,SAMN31036820,28_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella_sp.
HQ340609.1.1457,SRR21726019,0.000390363,338063986,499,119,SRX17721962,35_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251986,SAMN31036827,35_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas_lutimaris
KP064189.1.1522,SRR21726020,0.000389536,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella_chungangensis
KP410680.1.1399,SRR21726020,0.000389536,305472186,499,108,SRX17721961,34_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251985,SAMN31036826,34_16S,Green turtle juvenile cloacal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Ruegeria_sp.
HQ631984.1.1330,SRR21726042,0.000389145,371802664,500,145,SRX17721939,45_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251962,SAMN31036837,45_16S,Green turtle hatchling intestine sample,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor,Mesorhizobium_sp.
AY682198.1.1396,SRR21726052,0.000388249,412561192,500,137,SRX17721929,27_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251953,SAMN31036819,27_16S,Green turtle juvenile esophageal swab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia-Loktanella,Loktanella_agnita
AB180234.1.1396,SRR21726023,0.000386814,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter_sp.
AJ783959.1.1492,SRR21726023,0.000386814,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter_sp.
KR906469.1.1434,SRR21726023,0.000386814,340042833,498,113,SRX17721958,31_16S,Illumina MiSeq,SRP346777,PRJNA781615,SRS15251982,SAMN31036823,31_16S,Green turtle hatchling intestine sample,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium_sp.
